Name,Name2,Team,Season,Minutes,Primary Position,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV,Image key
Ella Ryan Sanchez Stickel,Ella Ryan Sanchez Stickel,Pachuca W,2024/2025,14,Contención,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6.37,11.52,25.47,12.74,0,0,35.82,12.74,19.1,6.37,6.37,100,11.52,11.52,0,,0,,0,0,19.1,34.55,0,6.37,0,40.87,6.37,33,0,0,0,0,0,38.21,71,0,20,,6.37,0,14,100,29,45.64,0,1.03,1.03,6.37,100,0,0,0,0,0,0,0,0,0,,0,,0,29,71,0,,,,18.66,15.06,0.94,100,-3.59,17.57,15.06,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,6.37,33,-0.02,0,0.1,,,0.09,
Emily Chinchilla,Emily Chinchilla,Querétaro W,2024/2025,352,Contención,0,0,0.02,0.02,1.02,0,25,3,,0,0,0.01,0.26,0,0.01,0.26,0,0,0,0,0.03,1.28,-0.03,0.51,0.26,0.26,50,0.26,0,0,1.02,2.05,1.06,4.09,1.92,34.53,18.42,0,9.21,32.09,3.58,10.49,5.88,7.93,82,2.65,3.71,2.3,17,1.28,75,1.53,0,26.35,11.62,6.65,3.58,0.77,35.05,5.63,21,1.02,29,0,0,0,17.65,66,1.02,3,44,4.35,2.05,30,67,0,42.77,1.28,0.12,0.12,10.23,93,5.49,2.05,0.51,0.51,0,0,0.26,0.77,0,0,0,,0,34,58,8,25,63,13,19.63,14.78,0.93,87,-4.85,18.29,12.83,0,0,0,0,0,,0,0,,0,0,0,0,0,0,28,13,1.05,13,0.03,0.05,0.11,-0.03,,0.15,
Esmeralda Verdugo,Esmeralda Verdugo,Tijuana W,2024/2025,110,Contención,0,0,0.02,0.01,2.46,0,33,3,,0.03,0,0.02,0.82,0,0.02,0.82,0,0,0,0,0.04,3.28,-0.04,3.28,0,3.28,0,4.1,0,0,4.1,2.46,2,3.28,2.01,33.58,13.92,0,6.55,43.5,4.1,9.83,4.91,7.37,67,3.35,5.35,0.82,50,2.46,0,0,0,27.85,18.96,4.91,7.37,2.46,45.66,10.65,38,2.46,33,0,0,0,30.3,64,2.46,7,27,4.1,8.19,18,75,11,56.28,6.55,0.08,0.11,33.58,90,4.89,7.37,2.46,0.82,1.64,0,0,0.82,0,33,0.82,25,0,30,61,9,11,67,22,26.03,22.38,0.76,79,-3.65,19.68,17.65,0,0,0,0,0,,0,0,,0,0,0,0,0,0,25,9,4.59,32,0.1,0.04,0.09,-0.04,,0.19,
Estefania Izaguirre Gallegos,Estefania Izaguirre Gallegos,Tijuana W,2024/2025,64,Contención,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,1.4,1.4,50,1.4,0,2.8,8.4,0,0,0,0,18.2,9.8,0,4.2,68.31,8.4,11.2,1.4,1.4,100,2.25,2.25,1.4,100,0,100,1.4,0,15.4,24.75,2.8,8.4,1.4,68.35,14,91,8.4,100,0,0,0,36.39,88,1.4,38,33,1.4,2.8,38,100,12,49.47,5.6,0.3,0.3,46.19,76,7.49,7,0,0,0,0,1.4,1.4,0,,0,,0,23,54,23,60,40,0,20.45,20.07,0.91,100,-0.38,18.61,20.07,0,0,0,0,0,,0,0,,0,0,0,0,0,0,15,15,2.94,30,-0.04,0.18,0.24,,,0.38,
Eva Beatriz González Tate,Eva Beatriz González Tate,Juárez W,2024/2025,184,Contención,0.49,0.49,0.17,0.34,0.49,100,100,0,,0.48,0.98,0.42,3.43,0,0.01,0.49,0.98,0.41,2.94,1.47,0.58,3.92,0.88,0.49,0,0.49,0,0.98,0,0.98,2.45,2.45,3.4,0,0,28.41,11.75,0,6.86,49.92,6.86,10.77,3.92,6.37,80,6.29,9.68,1.96,67,0.98,,0,0,22.53,34.39,6.37,2.94,0.98,51.5,11.26,50,2.45,83,0,0,0,56.81,79,4.9,32,53,0.98,8.33,30,80,1,55.99,6.86,0.41,0.41,47.51,93,4.26,14.2,3.43,0.49,2.94,0.49,1.96,2.45,0,29,0.98,100,0.49,22,67,11,24,62,14,19.28,17.34,0.96,96,-1.94,18.42,16.59,0,0,0,0,0,,0,0,,0,0,0,0,0,0,23,14,8.28,64,0.56,0.06,0.05,0.28,,0.95,
Fatima Servin,Fatima Servin,Monterrey W,2024/2025,221,Contención,0,0,0.03,0.03,0.81,0,0,1,,0,0.41,0.04,1.22,0.41,0.04,1.22,0,0,0,0.41,0.07,2.03,0.34,0.41,0.41,0,100,0.81,0,0.81,0.81,0.41,0.58,3.26,4.99,13.43,6.51,0,4.07,40.47,6.51,12.21,1.22,1.63,75,1.82,2.4,0.41,0,0.41,43,1.22,0,11.8,17.85,2.03,3.66,0.41,42.29,3.66,31,1.22,33,0,0,0,59.42,78,5.29,9,59,4.07,8.14,28,74,-4,47.62,6.1,1.08,1.09,45.58,97,3.27,8.95,1.63,1.63,0,0,0.41,2.03,0.81,25,0.41,25,0,21,71,9,27,64,9,22.26,18.03,0.94,103,-4.23,20.94,18.59,0,0,0,0,0,,0,0,,0,0,0,0,0,0,13,9,5.29,33,0.08,0.06,0.04,-0.04,,0.15,
Gómez Junco,Gómez Junco,Toluca W,2024/2025,470,Contención,0,0,0.03,0.02,1.34,0,0,1,,0,0,0.06,1.34,0,0.02,0.57,0,0.04,0.77,0,0.1,2.68,-0.1,0.57,0.19,0.38,33,2.49,0,1.15,1.53,1.53,2.53,1.53,1.95,24.51,12.26,0,5.55,43.49,4.21,9.77,0.96,2.49,56,0.7,3.24,1.72,25,0.77,71,0.96,0,21.83,23.37,4.6,6.32,1.34,45.11,9,41,3.45,55,0.19,0,0,38.49,78,4.21,29,49,1.72,8.43,17,83,5,47.95,5.55,0.44,0.48,31.98,93,4.56,8.23,1.34,0.57,0.77,0,0.38,0.96,0.19,14,0.19,33,0.19,21,71,8,23,72,5,22.17,15.17,0.88,93,-7,19.57,14.18,0,0,0,0,0,,0,0,,0,0,0,0,0,0,15,10,4.65,28,0.02,0.07,0,-0.06,,0.03,
Inglis Hernández,Inglis Hernández,Tijuana W,2024/2025,494,Contención,0,0,0.02,0.05,0.55,0,33,0,,0.01,0,0.01,0.55,0,0.01,0.55,0,0,0,0,0.04,1.09,-0.04,2.55,1.46,1.09,57,2.01,0,1.82,2.37,1.09,1.28,1.64,1.44,25.52,12.76,0.07,5.1,43.92,5.47,12.76,1.82,2.92,56,1.66,2.95,1.82,20,1.46,50,0.91,0,21.87,18.92,3.1,5.65,0.55,45.61,9.48,43,3.28,58,0,0,0,28.44,78,1.46,31,62,2.19,1.82,35,76,-1,47.49,3.1,0.17,0.2,27.89,86,3.95,5.1,0.18,0.18,0,0,0.73,0.91,0,0,0,,0,31,63,5,29,57,14,18,15.03,1,103,-2.96,17.91,15.47,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,13,2.99,22,0.02,0.06,0.02,-0.03,,0.07,
Iraida Fernández,Iraida Fernández,Tijuana W,2024/2025,241,Contención,0.37,0.37,0.38,0.25,1.5,25,50,4,,0.4,0,0.07,0.75,0,0.07,0.75,0,0,0,0.37,0.45,2.24,-0.07,1.87,0.37,1.5,20,0.37,0,1.87,4.86,0,0,0.37,0.3,15.7,8.22,0,2.62,53.46,3.74,5.61,0.75,0.75,67,0.98,0.98,1.12,50,0.37,0,0,0,13.83,14.29,1.5,2.99,0,52.58,8.22,59,1.87,63,0,0,0,19.06,50,0.75,20,67,0.75,0.75,33,53,3,66.95,2.24,0.17,0.51,24.67,74,7.58,5.98,1.5,1.5,0,1.12,5.23,6.73,0,75,1.5,44,1.12,21,77,2,13,81,6,17.62,16.86,1.13,136,-0.76,19.96,22.95,0,0,0,0,0,,0,0,,0,0,0,0,0,0,33,12,2.54,20,0.03,0.21,-0.03,0.15,,0.36,
Irene Guerrero,Irene Guerrero,América W,2024/2025,311,Contención,0.29,0.29,0.13,0.05,2.89,10,20,2,,0.01,0.29,0.4,3.18,0.29,0.13,1.45,0,0.27,1.74,0.58,0.53,6.08,0.05,0.87,0.29,0.58,33,1.74,0,0.87,1.74,1.16,1.95,0.58,1.01,21.12,6.94,0.05,4.34,51.87,9.84,15.62,1.16,2.31,80,2.04,3.98,1.74,67,0.29,67,1.16,0,18.23,30.84,3.76,6.37,0.58,51.8,9.84,54,4.92,77,0.29,0,0,61.05,78,4.92,20,50,0.87,9.55,11,73,-5,55.26,6.08,1.44,1.6,46.29,94,3.29,14.76,3.76,1.16,2.6,0.29,2.89,4.05,0,15,0.87,25,0.58,21,69,10,39,53,8,19.54,15.02,0.96,91,-4.52,18.7,13.67,0,0,0,0,0,,0,0,,0,0,0,0,0,0,17,9,15.54,46,0.34,0.07,0.06,-0.15,,0.32,
Janelly Farias Rodríguez,Janelly Farias Rodríguez,Juárez W,2024/2025,655,Contención,0.14,0.14,0.05,0.09,0.55,25,50,0,,0.08,0,0,0,0,0,0,0,0,0,0.14,0.05,0.55,0.09,1.38,0.69,0.69,50,0.96,0,0.96,2.2,0.69,0.86,2.34,3.2,11.96,6.33,0,3.85,42.59,4.13,12.51,1.79,2.48,76,2.33,3.19,0.41,56,0.55,50,1.38,0,9.76,11.93,2.34,2.61,0.55,48.45,4.54,46,1.65,63,0.14,0,0,42.35,82,2.48,16,56,2.75,3.99,19,75,-7,40.43,2.75,0.23,0.27,36.3,92,3.44,4.81,0,0,0,0,1.51,1.51,0,,0,,0,18,73,9,14,77,9,18.63,16.04,0.95,88,-2.59,17.77,14.06,0,0,0,0,0,,0,0,,0,0,0,0,0,0,17,8,2.38,20,-0.09,0.02,0.01,-0.01,,-0.07,
Jessica Tenorio,Jessica Tenorio,Puebla W,2024/2025,446,Contención,0,0,0.02,0.05,0.4,0,0,1,,0,0,0.02,0.61,0,0.02,0.61,0,0,0,0,0.04,1.01,-0.04,0.61,0.4,0.2,67,0.61,0,0.61,1.01,1.61,1.5,0.61,0.54,30.06,16.95,0,5.65,41.82,5.65,14.93,2.62,4.24,57,1.91,3.41,2.02,29,2.02,57,0.81,0,25.42,21.68,4.44,5.85,0.4,43.09,9.48,37,3.03,52,0.2,0,0,39.14,72,1.01,33,28,1.01,3.23,24,66,-6,42.07,1.61,0.11,0.12,28.85,96,3.48,3.63,0.4,0.4,0,0,0.4,0.81,0,0,0,,0,21,61,18,44,44,11,18.21,17.16,0.87,91,-1.05,15.91,15.63,0,0,0,0,0,,0,0,,0,0,0,0,0,0,22,12,1.45,19,-0.01,0.08,0.01,-0.03,,0.05,
Jocelyn Marie Orejel Tavares,Jocelyn Marie Orejel Tavares,América W,2024/2025,103,Contención,0,0,0.08,0.1,0.87,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0.08,0.87,-0.08,1.75,0.87,0.87,50,0,0,1.75,1.75,2.62,3.91,2.62,3.91,29.73,10.49,0,6.12,39.95,5.25,13.99,3.5,6.12,80,5.21,9.13,2.62,0,0.87,50,2.62,0,23.61,35.2,3.5,6.12,0,41.73,8.74,37,3.5,57,0,0,0,37.6,67,1.75,48,50,2.62,3.5,21,56,-12,43.93,1.75,0.34,0.34,29.73,88,4.41,4.37,0,0,0,0,0.87,0.87,0,,0,,0,26,67,7,0,80,20,18.61,14.15,0.97,103,-4.45,18.04,14.61,0,0,0,0,0,,0,0,,0,0,0,0,0,0,12,7,2.19,21,-0.03,0.09,0.06,-0.08,,0.04,
Joselyn de la Rosa,Joselyn de la Rosa,Guadalajara W,2024/2025,139,Contención,0,0,0.04,0.03,1.3,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0.04,1.3,-0.04,0.65,0.65,0,100,1.3,0,1.3,0.65,2.6,2.39,1.95,1.94,23.38,11.69,0.08,3.9,44.94,5.84,13.64,1.3,3.9,100,1,3.39,2.6,100,0,33,0.65,0,19.48,18.68,1.95,5.84,0.65,45.99,9.09,47,2.6,44,0.65,0,0,24.68,82,0,7,,1.95,0,26,90,8,43.66,1.95,0.16,0.18,18.18,89,3.77,1.95,0,0,0,0,1.3,1.3,0,,0,,0,26,63,11,33,67,0,14.61,13.61,0.96,107,-1,14.1,14.62,0,0,0,0,0,,0,0,,0,0,0,0,0,0,16,11,1.17,9,0,0.09,-0.07,-0.02,,0,
Julia Valadez,Julia Valadez,Pachuca W,2024/2025,31,Contención,0,0,0.15,0.05,2.87,0,0,3,,0,0,0,0,0,0,0,0,0,0,0,0.15,2.87,-0.15,8.6,5.74,2.87,67,0,0,2.87,11.47,0,0,0,0,37.28,8.6,0,2.87,48.79,8.6,14.34,0,0,,0,0,5.74,,0,,0,0,31.55,45.8,2.87,8.6,0,49.12,20.07,64,8.6,100,0,0,0,40.15,86,2.87,9,100,2.87,0,36,80,-6,53.74,2.87,3.08,3.08,51.62,78,5.95,8.6,0,0,0,0,2.87,2.87,0,,0,,0,7,64,29,0,67,33,19.44,18.68,1.03,122,-0.76,20.07,22.75,0,0,0,0,0,,0,0,,0,0,0,0,0,0,14,7,5.74,27,-0.06,0.4,-0.05,-0.19,,0.1,
Karen Andrea García Márquez,Karen Andrea García Márquez,Atlas W,2024/2025,468,Contención,0,0,0.02,0.02,1.15,0,17,1,,0.05,0.19,0.06,0.58,0,0.03,0.19,0.19,0.03,0.38,0.19,0.09,1.73,0.11,1.35,1.15,0.19,86,0.19,0,0.58,0.19,2.11,1.28,0.96,0.67,24.21,14.99,0.04,4.61,43.75,3.65,10.38,1.15,3.27,38,0.63,1.91,1.92,38,1.92,50,0.19,0,21.33,11.93,3.27,3.27,0.58,46.08,8.84,41,2.11,65,0,0,0,25.37,69,2.11,29,37,1.15,5.57,22,82,13,47.68,2.5,0.17,0.2,21.14,96,3.66,3.07,1.15,0.19,0.96,0,0,0.19,0.19,0,0,0,0,23,68,8,44,50,6,23.15,16.42,0.84,92,-6.74,19.47,15.05,0,0,0,0,0,,0,0,,0,0,0,0,0,0,21,8,2.75,25,0.05,0.07,0,-0.03,,0.1,
Karen Becerril,Karen Becerril,Pumas UNAM W,2024/2025,566,Contención,0,0,0.02,0.04,0.48,0,67,0,,0.03,0,0.03,0.64,0,0.03,0.64,0,0,0,0,0.05,1.11,-0.05,2.7,1.27,1.43,47,1.43,0,0.95,2.23,1.27,0.82,0,0,34.52,19.88,0,7.95,44.41,4.77,10.34,3.02,4.29,79,1.77,2.59,1.27,58,0.8,40,0.32,0,30.22,15.57,6.36,6.04,1.27,44.81,10.82,36,2.86,47,0,0,0,27.36,76,2.07,20,72,0.48,2.39,19,65,-12,46.7,3.5,0.47,0.53,25.29,88,4.43,5.09,0.64,0.64,0,0,0,0.64,0,25,0.16,100,0,28,61,11,28,66,6,17.73,14.09,0.99,105,-3.64,17.59,14.77,0,0,0,0,0,,0,0,,0,0,0,0,0,0,19,10,4.55,32,0.03,0.05,0.04,0,,0.12,
Karen De León,Karen De León,Necaxa W,2024/2025,521,Contención,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.17,0,100,0.69,0,1.04,1.21,0.86,0.34,2.94,0.81,21.61,10.37,0.03,5.88,33.49,2.77,11.06,2.42,3.28,82,1.32,1.67,2.07,78,0.52,30,0.52,0.17,17.12,7.43,3.46,3.46,0.35,37.24,4.49,26,1.38,40,0,0,0,18.15,51,0.86,19,31,3.28,2.42,22,52,1,39.21,0.52,0.07,0.07,11.76,84,3.66,1.04,0.17,0.17,0,0,0.17,0.35,0,0,0,0,0,39,56,5,33,33,33,19.47,14.21,0.93,88,-5.26,18.19,12.43,0,0,0,0,0,,0,0,,0,0,0,0,0,0,29,10,0.69,12,0.01,0.04,0.04,,,0.09,
Karla Paola Nieto Castillo,Karla Paola Nieto Castillo,Pachuca W,2024/2025,516,Contención,0,0,0,0.01,0.17,0,0,0,,0,0,0.27,2.79,0,0.18,1.75,0,0.09,1.05,0,0.27,2.97,-0.27,1.22,0.87,0.35,71,0.35,0,0.87,1.75,0.35,0.53,0.7,0.96,20.77,9.95,0,4.54,48.74,7.33,12.91,1.57,1.92,69,2.34,2.87,1.05,33,0.7,33,0.17,0,18.15,26.43,3.67,4.36,0.87,49.27,9.6,53,2.44,56,0.17,0,0,53.75,81,4.89,16,68,1.75,6.11,18,77,-4,48.96,7.5,0.9,1.01,46.25,95,4.93,12.22,2.27,1.05,1.22,0.17,1.22,2.27,0,15,0.52,75,0.52,20,73,6,31,66,3,20.68,17.52,0.98,99,-3.16,20.23,17.34,0,0,0,0,0,,0,0,,0,0,0,0,0,0,10,5,8.78,42,0.14,0.07,0.07,0,,0.28,
Laura Herrera Alonso,Laura Herrera Alonso,Pumas UNAM W,2024/2025,129,Contención,0.7,0.7,0.33,0.12,2.8,25,50,3,,0.52,0,0.18,2.8,0,0.18,2.8,0,0,0,0.7,0.5,5.6,0.2,2.1,0,2.1,0,2.1,0,2.1,4.2,2.1,1.03,0,0,32.91,16.1,0,4.2,50,6.3,16.8,1.4,3.5,33,0.55,1.58,2.1,60,2.8,100,0.7,0,29.4,15.34,2.8,6.3,0.7,51.09,16.8,57,5.6,89,0,0,0,40.61,79,1.4,7,40,0,3.5,22,92,13,49.41,5.6,1,1.01,41.31,83,3.16,9.8,1.4,1.4,0,0,1.4,2.8,1.4,0,0,,0,21,69,10,29,64,7,17.13,13.06,0.9,102,-4.07,15.45,13.33,0,0,0,0,0,,0,0,,0,0,0,0,0,0,21,12,8.68,49,0.08,0.17,0.08,-0.04,,0.29,
Leidy Lizeth Ramos Martínez,Leidy Lizeth Ramos Martínez,Querétaro W,2024/2025,437,Contención,0,0,0.1,0.06,1.65,0,38,3,,0.05,0,0.03,0.62,0,0.02,0.41,0,0.01,0.21,0,0.13,2.26,-0.13,1.65,0.82,0.82,50,2.47,0,1.85,3.71,0.62,0.62,0.21,0.07,14.41,5.76,0.01,1.65,48.71,3.09,7,1.44,2.06,88,1.33,1.95,0.41,50,0.21,46,1.24,0,12.56,8.9,1.44,4.12,0,51.17,6.59,52,3.09,75,0,0,0,15.85,67,1.03,16,50,0.41,1.85,23,63,-4,46.53,1.65,0.26,0.31,17.7,79,5.62,2.47,0.62,0.21,0.41,0,1.65,1.85,0.41,0,0,0,0,24,62,14,50,25,25,17.64,13.84,0.91,118,-3.8,16.05,16.36,0,0,0,0,0,,0,0,,0,0,0,0,0,0,24,8,1.71,17,-0.02,0.06,0,-0.07,,-0.02,
Liliana Harvey,Liliana Harvey,Toluca W,2024/2025,132,Contención,0,0,0.03,0.04,0.68,0,0,1,,0,0,0.02,0.68,0,0.02,0.68,0,0,0,0,0.05,1.37,-0.05,1.37,0.68,0.68,50,2.05,0,2.05,1.37,1.37,2.33,4.78,7.64,22.53,7.51,0.06,5.46,38.04,4.78,12.29,2.73,4.1,67,3.24,5.57,2.05,33,1.37,100,2.05,0,17.75,22.17,2.73,6.83,0,42.55,4.78,27,2.05,30,0,0,0,33.45,81,4.78,26,64,6.14,6.14,13,86,4,42.93,3.41,0.48,0.51,28.67,88,3.67,7.51,0,0,0,0,1.37,1.37,0,,0,,0,19,67,15,27,55,18,21.21,19.05,0.93,100,-2.17,19.67,18.96,0,0,0,0,0,,0,0,,0,0,0,0,0,0,17,11,3.75,20,0.01,0.03,0.06,-0.04,,0.06,
Liliana Mercado,Liliana Mercado,Juárez W,2024/2025,275,Contención,0,0,0.03,0.04,0.65,0,0,0,,0,0.65,0.45,2.61,0.33,0.33,1.63,0.33,0.12,0.98,0.65,0.47,3.27,0.18,0.98,0.65,0.33,67,1.31,0,1.31,0.65,0.65,0.88,0.33,0.3,20.58,11.76,0,4.25,54.1,9.15,13.4,1.96,2.61,60,2.09,2.97,2.61,50,1.31,67,1.31,0,16.01,18.24,2.94,3.59,0.65,54.39,10.45,65,3.27,91,0,0,0,40.51,73,3.27,21,48,0.65,6.53,24,68,-5,55.27,4.57,0.77,0.84,33.98,94,4.39,11.44,2.29,0.98,1.31,0.65,1.96,2.94,0,14,0.33,50,0.98,26,65,9,34,60,6,20.63,13.55,0.94,100,-7.08,19.34,13.48,0,0,0,0,0,,0,0,,0,0,0,0,0,0,19,8,7.16,50,0.22,0.14,0.06,-0.03,,0.4,
Linda Ruth Bravo,Linda Ruth Bravo,León W,2024/2025,567,Contención,0,0,0.04,0.05,0.79,0,20,0,,0.05,0,0.02,0.16,0,0.02,0.16,0,0,0,0,0.06,0.95,-0.06,1.59,0.79,0.79,50,2.86,0,1.11,1.9,1.43,1.79,0.79,0.97,24.61,12.7,0.06,5.4,41.96,5.24,15.08,2.7,4.13,74,3.38,5.17,1.75,64,0.95,60,0.95,0,20.48,23.64,3.02,5.56,0.48,42.79,6.98,34,2.7,49,0.48,0.16,0,42.07,78,4.13,5,70,1.75,4.92,18,90,12,44.79,4.13,0.24,0.27,33.97,92,4.12,5.4,0,0,0,0.16,2.06,2.06,0,,0,0,0.32,24,68,8,24,74,3,20.38,17.57,0.99,105,-2.81,20.16,18.5,0,0,0,0,0,,0,0,,0,0,0,0,0,0,15,8,3.21,24,-0.05,0.08,0.04,0.03,,0.1,
Litzy Balderas,Litzy Balderas,Atlas W,2024/2025,597,Contención,0,0,0.15,0.2,0.75,0,0,1,,0,0,0,0.3,0,0,0.3,0,0,0,0,0.15,1.06,-0.15,1.51,0.75,0.75,50,0.15,0,0.9,1.81,1.51,1.12,2.26,1.83,23.07,10.25,0.03,5.13,42.04,4.22,12.36,1.96,3.47,50,1.41,2.53,0.6,29,1.96,25,0.45,0,20.51,14.29,3.02,5.43,0.45,44.66,7.54,37,2.56,47,0,0,0,24.73,64,1.66,30,46,3.32,2.56,24,69,5,46.34,2.26,0.17,0.35,20.36,89,5.7,3.32,0,0,0,0,0.3,0.3,0,,0,,0,35,58,7,14,82,5,21.74,22.82,0.91,87,1.08,19.7,19.91,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,8,1.98,15,-0.03,0.05,0.04,-0.11,,-0.04,
Lizbeth Ángeles Mercado,Lizbeth Ángeles Mercado,León W,2024/2025,604,Contención,0,0,0.15,0.05,2.83,0,26,3,,0.07,0,0.05,1.19,0,0.04,1.04,0,0,0.15,0,0.2,4.03,-0.2,1.79,1.19,0.6,67,1.49,0,1.94,1.79,0.15,0.18,0.45,0.61,24.75,12.82,0.02,5.37,50.25,6.26,11.03,2.53,2.68,81,3.02,3.2,1.49,73,0.6,36,0.75,0,20.72,24.21,4.32,5.07,0.75,49.86,10.73,52,3.88,76,0,0,0,43.54,76,1.94,4,38,1.49,4.03,19,72,-4,53.85,5.81,0.41,0.53,39.06,92,4.09,12.37,0.89,0.89,0,0.3,3.13,4.03,0.15,0,0.15,20,0.3,20,68,12,19,66,14,19.27,17.36,0.93,102,-1.9,17.94,17.65,0,0,0,0,0,,0,0,,0,0,0,0,0,0,17,9,5.74,39,0.01,0.11,0.04,-0.13,,0.03,
Lydia Rangel,Lydia Rangel,Tigres UANL W,2024/2025,172,Contención,0,0,0.39,0.11,3.65,0,29,3,,0.17,0,0.03,0.52,0,0.03,0.52,0,0,0,0,0.42,4.17,-0.42,0.52,0.52,0,100,1.04,0,1.57,2.09,0.52,0.74,0.52,0.92,20.35,6.78,0,6.26,46.5,8.35,13.05,1.57,2.09,60,2.4,3.15,1.57,50,1.04,45,2.61,0,17.22,26.45,4.7,2.61,0,46.54,7.83,45,2.09,80,0,0,0,37.05,77,3.13,33,67,1.04,4.17,15,73,-5,52.73,4.7,0.99,1.42,32.88,90,4.66,9.39,0.52,0.52,0,0,5.74,6.26,1.04,0,0,0,0,25,63,11,17,67,17,17.86,13.94,1,109,-3.92,17.79,15.24,0,0,0,0,0,,0,0,,0,0,0,0,0,0,10,4,3.18,18,0.03,0.02,0.02,0.02,,0.08,
Lía Betsabé Morán Torres,Lía Betsabé Morán Torres,Querétaro W,2024/2025,200,Contención,0,0,0.03,0.08,0.45,0,0,0,,0,0,0.07,0.45,0,0,0,0,0.07,0.45,0,0.11,0.9,-0.11,0,0,0,,2.25,0,0.45,0.9,0.9,0.34,0.45,0.26,21.16,9.9,0.03,6.75,33.95,4.05,10.8,0.9,1.8,67,0.45,0.79,0,50,0.45,83,2.25,0,20.26,10.35,5.4,5.85,0.45,33.77,4.5,22,0.45,8,0,0,0,22.06,64,3.6,14,80,0.45,4.5,16,11,-53,49.03,3.15,0.02,0.02,15.76,94,3.56,4.5,1.8,0.45,1.35,0,0,0.45,0,0,0,0,0,24,66,10,50,40,10,19.92,7.8,1.14,260,-12.13,22.77,20.26,0,0,0,0,0,,0,0,,0,0,0,0,0,0,34,9,2.57,26,0.16,0.05,0.26,-0.04,,0.42,
Maria Cristina Montaño Osuna,Maria Cristina Montaño Osuna,Mazatlán W,2024/2025,394,Contención,0,0,0.01,0.03,0.46,0,50,1,,0,0,0.07,0.69,0,0.05,0.23,0,0.02,0.46,0,0.08,1.14,-0.08,2.74,0.69,2.06,25,0.69,0,1.14,4.57,0,0,0.23,0.07,22.62,9.83,0,2.97,48.28,4.11,9.83,1.6,1.6,64,1.19,1.19,0.46,20,0.91,50,0.69,0,20.57,13.11,2.74,5.71,1.14,47.51,9.37,46,2.97,52,0,0,0,25.36,63,2.06,11,41,0.69,4.57,21,74,11,49.24,2.74,0.15,0.15,24.22,82,5.01,4.11,0.91,0,0.91,0,0.23,0.23,0.23,25,0.23,33,0.23,27,63,9,39,56,6,21.12,13.84,0.92,95,-7.28,19.33,13.11,0,0,0,0,0,,0,0,,0,0,0,0,0,0,17,8,4.04,39,0.08,0.01,0.03,-0.01,,0.11,
